#name,median,lower_error,upper_error,label,unit
#Fitted parameters,,,
b_rr,0.07686525956556085,0.0004488825424209808,0.0006763949015543419,$R_b / R_\star$,
b_rsuma,0.026451485960356486,3.8072857833700013e-05,7.544384568359055e-05,$(R_\star + R_b) / a_b$,
b_cosi,0.01980275153166315,7.421607528388177e-05,9.613041716427864e-05,$\cos{i_b}$,
b_epoch,2459565.884179706,0.00021271267905831337,0.0002086171880364418,$T_{0;b}$,BJD
b_period,40.750144702434255,1.7828387754548203e-05,1.844384360794038e-05,$P_b$,d
c_rr,0.01692640904321593,0.0005869491902061458,0.0005698334708953319,$R_c / R_\star$,
c_rsuma,0.06606293841439725,0.0022587837346458584,0.004747639615718155,$(R_\star + R_c) / a_c$,
c_cosi,0.05702075833160602,0.002596133828539439,0.005220002387480119,$\cos{i_c}$,
c_epoch,2459534.7483162363,0.0012418036349117756,0.001164042390882969,$T_{0;c}$,BJD
c_period,10.983726275572122,2.4004243563524597e-05,2.449840776286294e-05,$P_b$,d
d_rr,0.019827408259799645,0.0016708995799846194,0.0015458676755273175,$R_d / R_\star$,
d_rsuma,0.013314188886982787,0.0004581537414047928,0.0010495695277450076,$(R_\star + R_d) / a_d$,
d_cosi,0.008115578468211244,0.0009058596959365525,0.0015914803915384919,$\cos{i_d}$,
d_epoch,2459684.309728016,0.005707220174372196,0.005755220074206591,$T_{0;d}$,BJD
d_period,123.05926068343685,0.0008988889001102507,0.0009149198241402701,$P_b$,d
b_f_c,0.0,(fixed),(fixed),$\sqrt{e_b} \cos{\omega_b}$,
b_f_s,0.0,(fixed),(fixed),$\sqrt{e_b} \sin{\omega_b}$,
host_ldc_q1_tess,0.15092712031707836,0.0296868613373871,0.031624766297959045,$q_{1; \mathrm{tess}}$,
host_ldc_q2_tess,0.20240632517121734,0.1494433051283517,0.2724651011248814,$q_{2; \mathrm{tess}}$,
ln_err_flux_tess,-7.093042403495206,0.0041772421586498965,0.004160125963188932,$\log{\sigma_\mathrm{tess}}$,rel. flux
baseline_gp_offset_flux_tess,0.00011507791989598393,3.49478211964932e-05,3.439055145206094e-05,$\mathrm{gp ln sigma (tess)}$,
baseline_gp_matern32_lnsigma_flux_tess,-8.004758214007504,0.06881407906803894,0.073611318651996,$\mathrm{gp ln sigma (tess)}$,
baseline_gp_matern32_lnrho_flux_tess,-0.7048516289196689,0.13226324631497022,0.13883110774035368,$\mathrm{gp ln rho (tess)}$,
